timestamp_ns,w_x,w_y,w_z,a_x,a_y,a_z
5058887573608,0.076474003,-0.024248000,0.068613999,9.448716164,0.074220002,1.373672962
5058888833974,0.080471002,-0.024781000,0.061818998,9.451708794,0.167594001,1.304839015
5058890094339,0.082470000,-0.025047000,0.054358002,9.487622261,0.243010998,1.232414961
5058891354702,0.083269000,-0.023848001,0.046231002,9.529520988,0.305858999,1.180341005
5058892615068,0.084201999,-0.020384001,0.038770001,9.560645103,0.347158998,1.164180040
5058893875431,0.084201999,-0.015454000,0.031309001,9.573215485,0.372895986,1.161785960
5058895135797,0.084468000,-0.011058000,0.024248000,9.586980820,0.375290990,1.149215937
5058896396160,0.085134000,-0.006661000,0.018252000,9.603740692,0.362123013,1.142632008
5058897656525,0.085267000,-0.002398000,0.013323000,9.591171265,0.342370003,1.145025969
5058898917880,0.085000999,0.001065000,0.009459000,9.551667213,0.335786015,1.140238047
5058900177254,0.084867999,0.003863000,0.006395000,9.513957977,0.350151002,1.131260037
5058901437620,0.085933998,0.006395000,0.003863000,9.469665527,0.353143990,1.128267050
5058902697983,0.087132998,0.007993000,0.001465000,9.404423714,0.351947010,1.111508012
5058903958349,0.087398998,0.007993000,-0.000666000,9.323020935,0.359728009,1.081580043
5058905218714,0.088597998,0.006928000,-0.003330000,9.262566566,0.362123013,1.060032010
5058906479077,0.089796998,0.005462000,-0.006395000,9.226654053,0.352546006,1.046864033
5058907739443,0.090063997,0.003064000,-0.008926000,9.182959557,0.356736004,1.039682031
5058908999806,0.091528997,0.000000000,-0.012790000,9.159617424,0.358530998,1.013944030
5058910260172,0.093261003,-0.003197000,-0.016787000,9.148842812,0.356736004,1.001973033
5058911520535,0.093928002,-0.006395000,-0.018518999,9.130886078,0.354341000,1.010951042
5058912780900,0.095526002,-0.009725000,-0.021050001,9.123105049,0.350749999,1.006163001
5058914041266,0.096859001,-0.013722000,-0.024914000,9.130886078,0.330399007,1.001973033
5058915301629,0.097791001,-0.017852001,-0.027578000,9.148243904,0.313041002,1.007359982
5058916561995,0.099257000,-0.022116000,-0.030110000,9.144054413,0.328004986,1.021725059
5058917822358,0.099789999,-0.026246000,-0.033840001,9.138667107,0.338180006,1.023520947
5058919082724,0.099523000,-0.030642999,-0.036905002,9.138069153,0.343567014,1.018133998
5058920343089,0.099390000,-0.035439000,-0.040235002,9.141060829,0.348953992,1.015740037
5058921603452,0.099123999,-0.040235002,-0.043566000,9.140462875,0.351348996,1.012148023
5058922863818,0.098990001,-0.044365000,-0.046096999,9.142856598,0.362123013,1.002570987
5058924124181,0.099656001,-0.048895001,-0.048629001,9.161412239,0.371699005,0.999579012
5058925384547,0.098457001,-0.054090999,-0.050894000,9.170390129,0.369904011,1.011549950
5058926644910,0.097791001,-0.058488000,-0.054225001,9.184157372,0.359728009,1.027711034
5058927905275,0.097658001,-0.063418001,-0.058088001,9.197324753,0.365114987,1.037886024
5058929165641,0.096459001,-0.068080999,-0.061686002,9.209895134,0.374094009,1.044469953
5058930426004,0.095260002,-0.071810998,-0.064350002,9.224260330,0.367509007,1.049257994
5058931686318,0.093794003,-0.075808004,-0.066215001,9.259573936,0.361523986,1.034294963
5058932946681,0.093528003,-0.080205001,-0.068613999,9.297283173,0.355538011,1.036689043
5058934207047,0.092462003,-0.084601000,-0.070878997,9.311648369,0.350749999,1.035491943
